work_order_id,tenant_id,property_id,unit_number,trade,urgency,status,description,created_at,resolved_at,resolution_hours,assigned_vendor,predicted_trade,predicted_urgency,ai_confidence,trade_match,urgency_match
WO01390,T0430,P016,69,electrical,high,in-progress,Flickering lights throughout the apartment,2024-12-08 19:00,,,V007,electrical,high,0.97,true,true
WO01391,T0431,P003,31,plumbing,emergency,resolved,Water stain appearing on ceiling — possible leak from unit above,2024-11-06 08:00,2024-11-07 07:01,23.0,V003,plumbing,high,0.95,true,false
WO01392,T0074,P049,19,electrical,medium,resolved,Light fixture in bathroom buzzing loudly,2025-03-13 14:00,2025-03-17 15:22,97.4,V030,electrical,medium,0.92,true,true
WO01393,T0131,P002,90,general,high,in-progress,"Window seal broken, condensation between panes",2025-02-09 20:00,,,V021,general,low,0.94,true,false
WO01394,T0407,P002,63,HVAC,high,open,AC not cooling below 78 even on max setting,2024-08-28 13:00,,,,HVAC,medium,0.96,true,false
WO01395,T0052,P018,81,plumbing,medium,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-09-07 11:00,2024-09-13 03:16,136.3,V023,plumbing,medium,0.96,true,true
WO01396,T0051,P050,62,general,high,resolved,"Patio door off track, won't slide properly",2025-03-07 13:00,2025-03-09 21:18,56.3,V016,general,medium,0.96,true,false
WO01397,T0029,P010,28,HVAC,low,open,Strange burning smell coming from air vents,2024-09-30 13:00,,,,HVAC,emergency,0.99,true,false
WO01398,T0458,P021,95,general,medium,open,Mold spots appearing on bathroom ceiling near vent,2024-09-09 13:00,,,,general,high,0.93,true,false
WO01399,T0491,P028,9,plumbing,emergency,resolved,Water stain appearing on ceiling — possible leak from unit above,2024-11-08 07:00,2024-11-08 10:41,3.7,V023,plumbing,high,0.95,true,false
WO01400,T0125,P038,55,HVAC,medium,resolved,"AC unit making grinding noise, unit is 85 degrees",2024-06-14 19:00,2024-06-21 00:30,149.5,V020,HVAC,emergency,0.98,true,false
WO01401,T0237,P029,108,plumbing,high,resolved,"Bathtub faucet handle broken off, can't turn water off",2024-08-27 09:00,2024-08-28 15:44,30.7,V003,plumbing,emergency,0.95,true,false
WO01402,T0277,P040,52,general,medium,resolved,Garage door opener stopped responding to remote,2024-07-09 17:00,2024-07-15 10:29,137.5,V016,general,medium,0.85,true,true
WO01403,T0096,P003,48,plumbing,emergency,resolved,Garbage disposal jammed and won't turn on,2025-05-30 19:00,2025-05-31 03:26,8.4,V023,plumbing,medium,0.9,true,false
WO01404,T0406,P040,75,plumbing,low,open,"Shower drain completely clogged, water backing up",2025-03-08 19:00,,,,plumbing,high,0.95,true,false
WO01405,T0494,P012,92,plumbing,medium,open,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-11-04 10:00,,,,plumbing,high,0.98,true,false
WO01406,T0209,P010,47,plumbing,low,open,"Hot water heater making popping sounds, no hot water",2024-11-02 11:00,,,,plumbing,high,0.92,true,false
WO01407,T0439,P007,134,HVAC,high,open,"Thermostat unresponsive, screen is blank",2024-06-08 09:00,,,,HVAC,high,0.9,true,true
WO01408,T0176,P040,81,HVAC,high,resolved,"Heater blowing cold air, thermostat set to 72",2024-08-12 18:00,2024-08-16 11:47,89.8,V006,HVAC,high,0.95,true,true
WO01409,T0299,P012,11,electrical,medium,resolved,"Exterior outlet has no power, GFCI keeps tripping",2024-09-01 13:00,2024-09-08 20:39,175.7,V007,electrical,high,0.95,true,false
WO01410,T0346,P028,25,HVAC,medium,resolved,Strange burning smell coming from air vents,2024-07-19 10:00,2024-07-28 21:03,227.1,V018,HVAC,emergency,0.98,true,false
WO01411,T0210,P024,28,plumbing,medium,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2025-03-13 07:00,2025-03-23 02:02,235.0,V003,plumbing,high,0.98,true,false
WO01412,T0139,P020,59,electrical,low,resolved,Dryer outlet not providing power,2024-11-27 08:00,2024-12-09 16:26,296.4,V007,electrical,medium,0.95,true,false
WO01413,T0055,P021,33,plumbing,medium,open,"Dishwasher not draining, standing water at the bottom",2025-03-25 20:00,,,,plumbing,medium,0.9,true,true
WO01414,T0047,P049,33,HVAC,low,resolved,"Thermostat unresponsive, screen is blank",2025-05-26 11:00,2025-06-12 17:07,414.1,V020,HVAC,high,0.9,true,false
WO01415,T0454,P028,162,general,high,resolved,"Carpet edge pulling up near entryway, tripping hazard",2025-05-12 13:00,2025-05-13 22:08,33.1,V022,general,medium,0.9,true,false
WO01416,T0195,P028,57,plumbing,low,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-11-07 14:00,2024-11-18 04:57,255.0,V028,plumbing,high,0.98,true,false
WO01417,T0384,P040,15,HVAC,medium,resolved,"Heater blowing cold air, thermostat set to 72",2025-03-17 08:00,2025-03-24 08:04,168.1,V018,HVAC,high,0.95,true,false
WO01418,T0150,P027,13,HVAC,high,in-progress,"AC unit making grinding noise, unit is 85 degrees",2024-12-24 16:00,,,V020,HVAC,high,0.92,true,true
WO01419,T0478,P007,177,HVAC,medium,resolved,"HVAC filter clogged, air quality seems poor",2024-09-10 19:00,2024-09-16 01:46,126.8,V011,HVAC,low,0.85,true,false
WO01420,T0143,P050,77,electrical,medium,in-progress,Outlet in kitchen sparks when plugging in appliances,2025-02-14 09:00,,,V002,electrical,emergency,0.99,true,false
WO01421,T0115,P040,190,general,medium,resolved,"Patio door off track, won't slide properly",2025-06-01 20:00,2025-06-04 21:38,73.6,V005,general,low,0.95,true,false
WO01422,T0086,P040,18,HVAC,medium,resolved,"HVAC filter clogged, air quality seems poor",2024-06-08 12:00,2024-06-17 19:38,223.6,V006,HVAC,low,0.98,true,false
WO01423,T0450,P029,168,HVAC,low,open,"AC unit making grinding noise, unit is 85 degrees",2024-06-10 15:00,,,,HVAC,high,0.95,true,false
WO01424,T0266,P010,48,general,high,in-progress,"Cabinet hinge in kitchen broken, door hanging loose",2025-01-19 10:00,,,V005,general,low,0.98,true,false
WO01425,T0314,P032,47,plumbing,emergency,resolved,Water stain appearing on ceiling — possible leak from unit above,2024-07-17 08:00,2024-07-17 15:50,7.8,V023,plumbing,high,0.92,true,false
WO01426,T0409,P018,21,plumbing,emergency,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2024-12-14 16:00,2024-12-15 10:39,18.7,V003,plumbing,medium,0.95,true,false
WO01427,T0421,P012,81,HVAC,high,resolved,AC unit leaking water onto the floor,2025-03-25 17:00,2025-03-28 07:17,62.3,V020,HVAC,high,0.94,true,true
WO01428,T0373,P009,19,general,medium,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2024-06-05 15:00,2024-06-14 04:35,205.6,V021,general,low,0.98,true,false
WO01429,T0154,P040,55,plumbing,low,resolved,"Dishwasher not draining, standing water at the bottom",2025-01-04 14:00,2025-01-25 13:59,504.0,V023,plumbing,medium,0.92,true,false
WO01430,T0126,P018,40,plumbing,emergency,resolved,Water stain appearing on ceiling — possible leak from unit above,2025-02-19 11:00,2025-02-20 04:10,17.2,V003,plumbing,high,0.92,true,false
WO01431,T0223,P012,72,plumbing,low,resolved,"Hot water heater making popping sounds, no hot water",2025-01-15 08:00,2025-02-04 08:20,480.3,V028,plumbing,high,0.96,true,false
WO01432,T0452,P040,27,plumbing,medium,resolved,"Dishwasher not draining, standing water at the bottom",2025-04-27 12:00,2025-05-05 08:38,188.6,V017,plumbing,medium,0.92,true,true
WO01433,T0257,P029,84,HVAC,low,resolved,"Furnace won't ignite, no heat in unit",2024-08-16 07:00,2024-08-25 22:32,231.5,V013,HVAC,emergency,0.97,true,false
WO01434,T0413,P009,49,plumbing,emergency,in-progress,"Hot water heater making popping sounds, no hot water",2024-10-21 13:00,,,V023,plumbing,high,0.96,true,false
WO01435,T0016,P038,94,general,medium,resolved,"Intercom/doorbell not working, can't hear buzzer",2025-04-02 11:00,2025-04-07 10:36,119.6,V021,electrical,low,0.9,false,false
WO01436,T0442,P012,119,general,medium,open,"Front door lock sticking, key requires extreme force",2024-07-19 07:00,,,,general,medium,0.94,true,true
WO01437,T0282,P031,59,HVAC,high,resolved,"AC unit making grinding noise, unit is 85 degrees",2024-08-11 18:00,2024-08-15 01:26,79.4,V006,HVAC,high,0.95,true,true
WO01438,T0353,P022,12,HVAC,low,resolved,Loud banging noise every time heat kicks on,2025-01-15 16:00,2025-02-04 13:56,477.9,V013,HVAC,medium,0.88,true,false
WO01439,T0496,P006,17,plumbing,high,resolved,"Shower drain completely clogged, water backing up",2024-06-18 15:00,2024-06-20 15:57,49.0,V001,plumbing,high,0.95,true,true
WO01440,T0255,P015,24,electrical,medium,resolved,"Exterior outlet has no power, GFCI keeps tripping",2024-09-25 19:00,2024-10-05 04:20,225.3,V007,electrical,medium,0.96,true,true
WO01441,T0211,P002,99,electrical,high,resolved,Ceiling fan making humming noise and spinning slowly,2025-01-19 07:00,2025-01-20 07:36,24.6,V002,electrical,medium,0.95,true,false
WO01442,T0082,P014,72,plumbing,low,resolved,"Shower drain completely clogged, water backing up",2025-03-10 18:00,2025-03-22 09:33,279.6,V028,plumbing,high,0.98,true,false
WO01443,T0060,P003,1,general,low,resolved,Mold spots appearing on bathroom ceiling near vent,2024-11-25 16:00,2024-12-02 22:00,174.0,V022,general,high,0.9,true,false
WO01444,T0059,P025,36,plumbing,emergency,resolved,"Hot water heater making popping sounds, no hot water",2024-06-29 11:00,2024-06-29 22:36,11.6,V001,plumbing,high,0.98,true,false
WO01445,T0028,P023,7,plumbing,high,in-progress,"Shower drain completely clogged, water backing up",2025-01-21 08:00,,,V001,plumbing,high,0.98,true,true
WO01446,T0046,P021,41,HVAC,high,resolved,Vents blowing hot air when AC is set to cool,2025-04-18 13:00,2025-04-19 17:56,28.9,V006,HVAC,high,0.95,true,true
WO01447,T0065,P021,68,plumbing,medium,in-progress,"Dishwasher not draining, standing water at the bottom",2024-12-09 07:00,,,V023,plumbing,medium,0.92,true,true
WO01448,T0377,P012,68,general,medium,in-progress,"Bedroom closet door won't close, keeps swinging open",2024-11-07 13:00,,,V005,general,low,0.98,true,false
WO01449,T0497,P032,119,electrical,medium,resolved,"Exterior outlet has no power, GFCI keeps tripping",2025-01-01 10:00,2025-01-10 09:09,215.2,V008,electrical,high,0.95,true,false
WO01450,T0197,P050,24,plumbing,high,open,"Hot water heater making popping sounds, no hot water",2024-06-04 12:00,,,,plumbing,high,0.98,true,true
WO01451,T0256,P022,141,HVAC,low,in-progress,"HVAC filter clogged, air quality seems poor",2024-10-11 10:00,,,V013,HVAC,medium,0.95,true,false
WO01452,T0286,P018,64,general,high,resolved,"Carpet edge pulling up near entryway, tripping hazard",2024-08-26 09:00,2024-08-30 04:41,91.7,V005,general,medium,0.9,true,false
WO01453,T0384,P040,15,HVAC,low,resolved,"HVAC filter clogged, air quality seems poor",2024-12-19 14:00,2025-01-09 09:35,499.6,V020,HVAC,medium,0.95,true,false
WO01454,T0201,P007,71,general,medium,resolved,Mold spots appearing on bathroom ceiling near vent,2025-05-24 19:00,2025-05-30 14:13,139.2,V016,general,high,0.9,true,false
WO01455,T0439,P007,134,HVAC,high,open,Vents blowing hot air when AC is set to cool,2025-01-13 13:00,,,,HVAC,high,0.95,true,true
WO01456,T0437,P043,1,general,medium,resolved,"Intercom/doorbell not working, can't hear buzzer",2024-10-29 14:00,2024-11-04 20:28,150.5,V005,electrical,low,0.9,false,false
WO01457,T0340,P014,97,HVAC,medium,resolved,Strange burning smell coming from air vents,2024-06-08 07:00,2024-06-14 04:20,141.3,V006,HVAC,emergency,0.98,true,false
WO01458,T0413,P009,49,electrical,medium,resolved,Flickering lights throughout the apartment,2024-08-14 09:00,2024-08-19 00:31,111.5,V008,electrical,high,0.95,true,false
WO01459,T0416,P007,165,HVAC,medium,in-progress,"Thermostat unresponsive, screen is blank",2024-12-11 15:00,,,V011,HVAC,medium,0.92,true,true
WO01460,T0486,P002,13,plumbing,high,in-progress,Low water pressure throughout entire unit,2024-10-08 16:00,,,V017,plumbing,medium,0.9,true,false
WO01461,T0084,P045,52,electrical,high,resolved,Outlet in kitchen sparks when plugging in appliances,2024-12-22 17:00,2024-12-25 18:44,73.7,V008,electrical,emergency,0.98,true,false
WO01462,T0330,P016,101,plumbing,low,open,Water stain appearing on ceiling — possible leak from unit above,2025-02-08 19:00,,,,plumbing,high,0.95,true,false
WO01463,T0101,P031,71,plumbing,medium,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2025-05-09 13:00,2025-05-14 04:13,111.2,V003,plumbing,medium,0.92,true,true
WO01464,T0173,P042,36,electrical,medium,resolved,"Two light switches not working, bulbs already replaced",2024-07-04 15:00,2024-07-11 05:49,158.8,V030,electrical,medium,0.9,true,true
WO01465,T0275,P045,27,plumbing,low,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-11-25 20:00,2024-12-04 05:02,201.0,V001,plumbing,medium,0.92,true,false
WO01466,T0023,P025,55,HVAC,high,resolved,Strange burning smell coming from air vents,2024-11-07 10:00,2024-11-10 09:16,71.3,V013,HVAC,emergency,0.95,true,false
WO01467,T0043,P021,80,HVAC,high,open,"Thermostat unresponsive, screen is blank",2024-06-27 11:00,,,,HVAC,medium,0.88,true,false
WO01468,T0313,P012,118,general,emergency,resolved,Garage door opener stopped responding to remote,2024-08-12 08:00,2024-08-13 01:48,17.8,V022,general,low,0.9,true,false
WO01469,T0028,P023,7,plumbing,high,open,"Hot water heater making popping sounds, no hot water",2024-07-24 16:00,,,,plumbing,high,0.94,true,true
WO01470,T0229,P028,130,plumbing,high,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-06-07 10:00,2024-06-09 07:26,45.4,V023,plumbing,medium,0.92,true,false
WO01471,T0417,P004,9,plumbing,high,resolved,"Bathtub faucet handle broken off, can't turn water off",2024-07-21 16:00,2024-07-25 03:13,83.2,V028,plumbing,emergency,0.96,true,false
WO01472,T0213,P012,113,plumbing,low,open,Low water pressure throughout entire unit,2024-08-19 19:00,,,,plumbing,medium,0.85,true,false
WO01473,T0482,P022,117,electrical,medium,resolved,Outlet in kitchen sparks when plugging in appliances,2025-02-15 11:00,2025-02-19 03:33,88.6,V008,electrical,emergency,0.98,true,false
WO01474,T0433,P038,60,general,low,in-progress,Mold spots appearing on bathroom ceiling near vent,2024-06-05 17:00,,,V005,general,high,0.85,true,false
WO01475,T0040,P022,112,HVAC,low,in-progress,Strange burning smell coming from air vents,2025-02-27 09:00,,,V006,HVAC,emergency,0.95,true,false
WO01476,T0012,P043,19,general,low,resolved,Garage door opener stopped responding to remote,2025-02-23 18:00,2025-03-02 19:09,169.2,V016,general,low,0.9,true,true
WO01477,T0400,P022,95,general,medium,open,"Hole in drywall in hallway, about the size of a fist",2025-01-26 08:00,,,,general,low,0.95,true,false
WO01478,T0485,P034,19,general,high,open,"Carpet edge pulling up near entryway, tripping hazard",2024-07-27 19:00,,,,general,medium,0.92,true,false
WO01479,T0316,P038,42,general,low,in-progress,"Hole in drywall in hallway, about the size of a fist",2025-05-13 16:00,,,V022,general,low,0.95,true,true
WO01480,T0129,P026,6,general,medium,open,"Hole in drywall in hallway, about the size of a fist",2025-02-04 12:00,,,,general,low,0.95,true,false
WO01481,T0429,P032,76,HVAC,emergency,resolved,Loud banging noise every time heat kicks on,2024-07-25 07:00,2024-07-25 13:19,6.3,V013,HVAC,medium,0.95,true,false
WO01482,T0281,P018,4,plumbing,medium,resolved,Garbage disposal jammed and won't turn on,2024-11-28 14:00,2024-12-07 15:40,217.7,V028,plumbing,medium,0.9,true,true
WO01483,T0017,P029,131,plumbing,high,in-progress,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-09-08 19:00,,,V003,plumbing,high,0.98,true,true
WO01484,T0110,P031,4,general,low,in-progress,"Window seal broken, condensation between panes",2024-12-18 16:00,,,V005,general,low,0.9,true,true
WO01485,T0405,P007,107,general,medium,resolved,"Carpet edge pulling up near entryway, tripping hazard",2024-11-28 20:00,2024-12-05 00:35,148.6,V022,general,medium,0.95,true,true
WO01486,T0342,P037,78,general,emergency,resolved,Mold spots appearing on bathroom ceiling near vent,2024-07-04 13:00,2024-07-05 04:47,15.8,V005,general,high,0.85,true,false
WO01487,T0126,P018,40,electrical,medium,resolved,"Two light switches not working, bulbs already replaced",2024-07-16 12:00,2024-07-19 21:13,81.2,V002,electrical,medium,0.95,true,true
WO01488,T0430,P016,69,general,low,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2024-07-08 07:00,2024-07-22 00:23,329.4,V005,general,low,0.95,true,true
WO01489,T0112,P037,105,HVAC,medium,resolved,Loud banging noise every time heat kicks on,2024-10-11 19:00,2024-10-15 21:17,98.3,V011,HVAC,medium,0.95,true,true
WO01490,T0360,P002,115,plumbing,medium,resolved,Water stain appearing on ceiling — possible leak from unit above,2024-08-10 11:00,2024-08-17 06:01,163.0,V017,plumbing,high,0.98,true,false
WO01491,T0258,P005,12,plumbing,high,open,"Toilet won't stop running, sounds like it's constantly refilling",2025-01-04 16:00,,,,plumbing,medium,0.9,true,false
WO01492,T0415,P028,46,plumbing,low,in-progress,"Hot water heater making popping sounds, no hot water",2024-06-24 09:00,,,V001,plumbing,high,0.95,true,false
WO01493,T0189,P032,133,plumbing,medium,resolved,"Dishwasher not draining, standing water at the bottom",2024-12-16 18:00,2024-12-21 18:51,120.9,V003,plumbing,medium,0.9,true,true
WO01494,T0119,P044,22,electrical,high,resolved,Circuit breaker keeps tripping for bedroom circuit,2024-06-02 12:00,2024-06-03 13:13,25.2,V002,electrical,high,0.95,true,true
WO01495,T0451,P005,80,electrical,low,resolved,"Two light switches not working, bulbs already replaced",2025-02-07 15:00,2025-02-26 02:36,443.6,V030,electrical,medium,0.95,true,false
WO01496,T0439,P007,134,plumbing,medium,in-progress,Garbage disposal jammed and won't turn on,2024-11-12 18:00,,,V001,plumbing,medium,0.9,true,true
WO01497,T0071,P003,34,plumbing,low,resolved,Garbage disposal jammed and won't turn on,2024-07-21 09:00,2024-07-31 15:41,246.7,V017,plumbing,medium,0.9,true,false
WO01498,T0392,P014,74,general,medium,in-progress,"Bedroom closet door won't close, keeps swinging open",2024-08-19 13:00,,,V005,general,low,0.9,true,false
WO01499,T0391,P045,59,general,high,resolved,"Front door lock sticking, key requires extreme force",2024-08-18 11:00,2024-08-21 19:38,80.6,V022,general,high,0.9,true,true
